State Postal Code,State FIPS Code,District ID,District,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IL,17,8790,Cass  63,"8,397",826,58
IL,17,8970,Center Cass  66,"11,526","1,131",57
IL,17,9100,Central A & M Community Unit  21,"4,509",760,89
IL,17,9180,Central City  133,"2,144",248,61
IL,17,4770,Central Community High  71,"16,710",949,58
IL,17,7830,Central Community Unit  301,"22,284","4,697",173
IL,17,10410,Central Community Unit  4,"5,856",943,80
IL,17,9170,Central  104,"6,671",724,106
IL,17,9150,Central  51,"9,544","1,456",62
IL,17,37860,Central Stickney  110,"2,885",368,74
IL,17,9300,Centralia High  200,"19,981","1,138",251
IL,17,9270,Centralia  135,"12,848","1,437",323
IL,17,39630,Century Community Unit  100,"2,224",344,79
IL,17,9330,Cerro Gordo Community Unit  100,"2,923",482,55
IL,17,9400,Chadwick-Milledgeville Community Unit  399,"2,764",463,54
IL,17,9420,Champaign Community Unit  4,"101,147","12,591","1,617"
IL,17,9510,Chaney-Monge  88,"6,831",498,93
IL,17,9540,Channahon  17,"10,311","1,319",67
IL,17,9600,Charleston Community Unit  1,"22,974","2,807",490
IL,17,9810,Chester Community Unit  139,"9,197","1,037",175
IL,17,9780,Chester Non-High  122,795,40,4
IL,17,9850,Chester-East Lincoln Community Csd 61,"2,914",281,37
IL,17,9960,Chicago Heights  170,"21,671","2,967",906
IL,17,9930,Chicago Public  299,"2,693,075","393,249","89,235"
IL,17,9990,Chicago Ridge  127-5,"13,256","1,425",453
IL,17,217,Christopher Community Unit  99,"4,661",768,188
IL,17,10200,Cicero  99,"84,001","12,188","2,908"
IL,17,10290,Cissna Park Community Unit  6,"1,688",258,28
IL,17,10340,Clay City Community Unit District 10,"2,175",353,73
IL,17,10440,Clinton Community Unit  15,"11,330","1,795",243
IL,17,10530,Coal City Community Unit  1,"11,600","2,119",161
IL,17,10570,Cobden School Unit District 17,"3,203",486,103
IL,17,10650,Collinsville Community Unit  10,"46,837","7,002","1,095"
IL,17,10690,Colona  190,"3,670",346,55
IL,17,10740,Columbia Community Unit  4,"13,426","2,347",108
IL,17,39030,Community Consolidated  146,"26,054","2,578",321
IL,17,35460,Community Consolidated  168,"9,386","1,426",513
IL,17,30510,Community Consolidated  180,"6,508",710,157
IL,17,31560,Community Consolidated  204,"3,580",184,10
IL,17,13770,Community Consolidated  59,"65,800","6,680",858
IL,17,10470,Community Consolidated  93,"34,052","3,373",320
IL,17,11370,Community High  155,"96,339","6,202",250
IL,17,6540,Community High  218,"116,619","6,256","1,034"
IL,17,40440,Community High  94,"40,314","2,128",204
IL,17,12570,Community High  99,"111,217","5,559",313
IL,17,27990,Community Unit  16,"6,159","1,019",88
IL,17,15880,Community Unit  2,"6,281",738,93
IL,17,42180,Community Unit  200,"80,018","14,122",851
IL,17,8550,Community Unit  300,"119,385","21,475","1,941"
IL,17,25590,Community Unit  4,"4,278",763,87
IL,17,8400,Consolidated High  230,"156,114","9,315","1,013"
IL,17,6510,Cook County  130,"28,034","3,131",675
IL,17,10860,Cornell Community Consolidated  426,994,115,20
IL,17,10980,Coulterville Unit  1,"1,428",230,55
IL,17,11010,Country Club Hills  160,"12,227","1,571",520
IL,17,176,Cowden-Herrick Community Unit  3A,"2,247",351,59
IL,17,11100,Crab Orchard Community Unit  3,"2,514",430,56
IL,17,323,Crescent Iroquois Community Unit  249,982,137,17
IL,17,11220,Creston Community Consolidated  161,919,115,12
IL,17,11250,Crete-Monee Community Unit  201-U,"33,016","5,261","1,003"
IL,17,11290,Creve Coeur  76,"5,600",573,136
IL,17,11350,Crystal Lake Community Consolidated  47,"62,723","7,906",417
IL,17,39090,Cumberland Community Unit  77,"5,971","1,010",135
IL,17,11520,Cypress  64,"1,004",113,21
IL,17,11610,Dakota Community Unit  201,"4,843",827,64
IL,17,1388,Dallas Elementary  327,"1,771",165,33
IL,17,11700,Dalzell  98,728,76,11
IL,17,11730,Damiansville  62,900,100,11
IL,17,11790,Danville Community Consolidated  118,"34,931","5,903","1,891"
IL,17,21450,Darien  61,"15,794","1,497",137
IL,17,12150,De Soto Consolidated  86,"1,884",222,52
IL,17,12000,DeKalb Community Unit  428,"48,564","6,910","1,594"
IL,17,12030,DeLand-Weldon Community Unit  57,"1,312",219,36
IL,17,11850,Decatur  61,"62,617","9,571","3,076"
IL,17,11880,Deer Creek-Mackinaw Community Unit  701,"5,747","1,142",83
IL,17,11910,Deer Park Community Consolidated  82,677,54,6
IL,17,11980,Deerfield  109,"21,223","3,024",89
IL,17,12060,Delavan Community Unit  703,"2,526",488,46
IL,17,12090,Depue Community Unit  103,"1,701",330,69
IL,17,12120,Des Plaines Community Consolidated  62,"52,098","4,821",651
IL,17,12210,Diamond Lake  76,"8,930",950,119
IL,17,12240,Dieterich Community Unit  30,"2,656",582,50
IL,17,12270,Dimmick Community Consolidated  175,"1,549",170,16
IL,17,41010,District 50 Schools,"6,668",732,112
IL,17,12330,Dixon Unit  170,"22,368","3,064",499
IL,17,12450,Dolton  148,"18,738","2,263",829
IL,17,12420,Dolton  149,"27,407","3,117",917
IL,17,12480,Dongola School Unit District 66,"1,726",281,63
IL,17,12510,Donovan Community Unit  3,"1,926",316,55
IL,17,12540,Downers Grove Grade  58,"53,417","5,974",286
IL,17,12760,Du Quoin Community Unit  300,"9,050","1,415",312
IL,17,13940,DuPage High  88,"81,749","3,922",391
IL,17,12700,Dunlap Community Unit  323,"26,213","5,549",289
IL,17,12720,Dupo Community Unit  196,"6,395","1,001",192
IL,17,12810,Durand Community Unit  322,"3,864",618,49
IL,17,12840,Dwight Common  232,"4,883",473,60
IL,17,12870,Dwight Township High  230,"5,159",276,28
IL,17,12930,Earlville Community Unit  9,"2,525",403,59
IL,17,12960,East Alton  13,"7,453",728,209
IL,17,12990,East Alton-Wood River Community High  14,"13,050",635,134
IL,17,1411,East Coloma-Nelson Consolidated Elementary  20,"2,707",256,35
IL,17,13050,East Dubuque Community Unit  119,"4,164",654,50
IL,17,13140,East Maine  63,"46,812","4,065",599
IL,17,13170,East Moline  37,"26,797","2,997",779
IL,17,13230,East Peoria Community High  309,"24,455","1,184",150
IL,17,13240,East Peoria  86,"17,538","1,817",253
IL,17,13260,East Prairie  73,"4,692",514,58
IL,17,13320,East St. Louis  189,"26,834","4,706","2,121"
IL,17,7,Eastland Community Unit  308,"4,449",834,117
IL,17,13370,Edgar County Community Unit District 6,"2,093",283,44
IL,17,13410,Edinburg Community Unit  4,"1,889",331,39
IL,17,13500,Edwards County Community Unit  1,"5,452",939,136
IL,17,13530,Edwardsville Community Unit  7,"54,984","9,025",515
IL,17,13560,Effingham Community Unit  40,"20,019","3,281",430
IL,17,13590,Egyptian Community Unit  5,"2,390",373,114
IL,17,326,El Paso-Gridley Community Unit  11,"6,955","1,316",125
IL,17,13660,Eldorado Community Unit  4,"6,534",952,244
IL,17,36300,Elementary  159,"19,898","2,033",468
IL,17,13970,Elmhurst  205,"47,934","9,534",343
IL,17,14050,Elmwood Community Unit  322,"3,885",739,66
IL,17,14100,Elmwood Park Community Unit  401,"24,086","3,629",450
IL,17,13860,Elverado Community Unit  196,"2,792",452,99
IL,17,14160,Elwood Community Consolidated  203,"3,590",356,36
IL,17,14250,Emmons  33,"3,252",317,21
IL,17,14350,Erie Community Unit  1,"3,569",651,73
IL,17,14410,Eswood Community Consolidated District 269,732,75,10
IL,17,14430,Eureka Community Unit District 140,"9,802","1,814",133
IL,17,14460,Evanston Community Consolidated  65,"84,540","8,440",811
IL,17,14490,Evanston Township High  202,"84,540","3,576",273
IL,17,14580,Evergreen Park Community High  231,"19,556","1,331",104
IL,17,14550,Evergreen Park Elementary  124,"19,556","2,409",236
IL,17,14640,Ewing Northern Community Consolidated District 115,"1,832",259,36
IL,17,26180,Fairfield Community High  225,"9,549",454,64
IL,17,14710,Fairfield Public  112,"5,805",562,112
IL,17,14760,Fairmont  89,"3,884",365,90
IL,17,44,Farmington Central Community Unit  265,"7,933","1,354",165
IL,17,14940,Farrington Community Consolidated  99,626,79,8
IL,17,15030,Fenton Community High  100,"30,049","1,510",143
IL,17,15090,Field Community Consolidated  3,"2,475",276,31
IL,17,15100,Fieldcrest Community Unit  6,"6,075",959,115
IL,17,15180,Fisher Community Unit  1,"3,439",669,56
IL,17,1390,Flanagan-Cornell District 74,"2,597",323,33
IL,17,15400,Flora Community Unit  35,"7,819","1,342",198
IL,17,15420,Flossmoor  161,"21,192","2,456",287
IL,17,10950,Ford Heights  169,"1,766",259,131
IL,17,15450,Forest Park  91,"13,819",843,123
IL,17,15480,Forest Ridge  142,"15,786","1,708",192
IL,17,15490,Forrestville Valley Community Unit  221,"4,871",782,75
IL,17,15630,Fox Lake Grade  114,"8,880",704,111
IL,17,15660,Fox River Grove Consolidated  3,"4,242",497,22
IL,17,15700,Frankfort Community Consolidated  157C,"19,925","2,794",97
IL,17,41580,Frankfort Community Unit  168,"10,799","1,768",460
IL,17,15750,Franklin Community Unit  1,"1,871",279,32
IL,17,15780,Franklin Park  84,"11,038","1,239",183
IL,17,15820,Freeburg Community Consolidated  70,"7,350",850,62
IL,17,15840,Freeburg Community High  77,"13,037",730,35
IL,17,15900,Freeport  145,"28,026","4,241",981
IL,17,15930,Fremont  79,"20,523","2,441",78
IL,17,11400,Fulton County Community Unit  3,"3,061",462,82
IL,17,16020,Galatia Community Unit  1,"2,317",382,81
IL,17,16050,Galena Unit  120,"6,065",827,93
IL,17,16080,Galesburg Community Unit  205,"32,301","4,368","1,006"
IL,17,45,Gallatin Community Unit  7,"4,676",719,159
IL,17,16140,Galva Community Unit  224,"3,338",516,78
IL,17,16230,Gardner Community Consolidated  72C,"1,703",176,18
IL,17,16260,Gardner-South Wilmington Township High ,"3,827",182,16
IL,17,16290,Gavin  37,"8,153",861,121
IL,17,16320,Geff Community Consolidated  14,808,98,14
IL,17,30900,General George Patton  133,"1,393",205,86
IL,17,16350,Geneseo Community Unit  228,"16,088","2,795",157
IL,17,16380,Geneva Community Unit  304,"30,444","6,105",165
IL,17,16410,Genoa-Kingston Community Unit  424,"9,024","1,686",159
IL,17,92,Georgetown-Ridge Farm Consolidated Unit  4,"5,896","1,083",219
IL,17,16560,Germantown Hills  69,"6,574",894,39
IL,17,16530,Germantown  60,"1,935",224,17
IL,17,16590,Giant City Community Consolidated  130,"2,339",263,36
IL,17,41,Gibson City-Melvin-Sibley Community Unit  5,"5,934",994,109
IL,17,16650,Gifford Community Consolidated  188,"1,721",179,22
IL,17,16680,Gillespie Community Unit  7,"7,629","1,179",267
IL,17,40500,Glen Ellyn Community Consolidated  89,"22,650","2,313",133
IL,17,16800,Glen Ellyn  41,"29,925","4,247",241
IL,17,16830,Glenbard Township High  87,"164,065","8,923",646
IL,17,16860,Glencoe  35,"8,483","1,455",50
IL,17,16920,Glenview Community Consolidated  34,"42,603","5,838",453
IL,17,26820,Golf Elementary  67,"7,636",747,74
IL,17,14,Goreville Community Unit  1,"3,816",611,60
IL,17,17160,Gower  62,"9,966",914,86
IL,17,17190,Grand Prairie Community Consolidated  6,867,97,17
IL,17,17220,Grand Ridge Community Consolidated  95,"2,338",261,26
IL,17,17280,Granite City Community Unit  9,"40,776","6,793","1,584"
IL,17,17310,Grant Community Consolidated  110,"7,577",748,136
IL,17,17340,Grant Community High  124,"38,166","1,732",140
IL,17,17370,Grant Park Community Unit  6,"3,097",506,60
IL,17,17490,Grass Lake  36,"2,576",199,21
IL,17,17550,Grayslake Community High  127,"44,130","2,513",120
IL,17,17520,Grayslake Consolidated Community  46,"29,950","3,978",257
IL,17,17580,Grayville Community Unit  1,"1,868",278,57
IL,17,17670,Greenfield Community Unit  10,"2,449",422,56
IL,17,17700,Greenview Community Unit  200,"1,396",215,31
IL,17,17790,Griggsville-Perry Community Unit  4,"2,190",358,65
IL,17,17800,Gurnee  56,"18,717","2,093",259
IL,17,18030,Hall High  502,"9,178",442,67
IL,17,18060,Hamilton Community Consolidated  328,"3,694",585,85
IL,17,10790,Hamilton County Community Unit  10,"7,454","1,222",213
IL,17,18090,Hampton  29,"2,062",237,43
IL,17,18200,Hardin County Community Unit  1,"3,659",470,143
IL,17,18240,Harlem Unit  122,"41,489","6,686",980
IL,17,14220,Harmony Emge  175,"9,809",926,170
IL,17,18270,Harrisburg Community Unit  3,"12,027","1,932",458
IL,17,18360,Harrison  36,"3,951",402,51
IL,17,18390,Hartsburg-Emden Community Unit  21,"1,194",207,23
IL,17,18420,Harvard Community Unit  50,"13,291","2,448",250
IL,17,18450,Harvey  152,"12,821","1,757",716
IL,17,18510,Havana Community Unit  126,"5,828",847,173
IL,17,18570,Hawthorn Community Consolidated  73,"30,644","3,707",237
IL,17,18600,Hazel Crest  152-5,"6,793",996,405
IL,17,115,Henry-Senachwine Consolidated Unit  5,"3,644",522,96
IL,17,106,Heritage Community Unit  8,"2,837",458,46
IL,17,18810,Herrin Community Unit  4,"15,856","2,687",551
IL,17,18840,Herscher Community Unit  2,"10,486","1,768",124
IL,17,18870,Heyworth Community Unit  4,"4,811",934,73
IL,17,21300,Hiawatha Community Unit  426,"2,996",524,61
IL,17,18960,High Mount  116,"3,835",385,77
IL,17,18990,Highland Community Unit  5,"18,452","3,225",253
IL,17,19200,Hillsboro Community Unit  3,"12,446","1,616",281
IL,17,19230,Hillside  93,"5,549",465,81
IL,17,19260,Hinckley-Big Rock Community Unit  429,"4,681",822,74
IL,17,19290,Hinsdale Community Consolidated  181,"26,121","4,269",116
IL,17,19320,Hinsdale Township High  86,"75,739","4,740",252
IL,17,19420,Hollis Consolidated  328,699,100,5
IL,17,19500,Homer Community Consolidated  33C,"31,420","3,975",191
IL,17,19530,Homewood  153,"16,191","1,878",213
IL,17,19560,Homewood-Flossmoor Community High  233,"37,934","2,822",243
IL,17,19620,Hononegah Community High  207,"33,011","2,191",88
IL,17,19660,Hoopeston Area Community Unit  11,"6,607","1,157",268
IL,17,19680,Hoover-Schrum Memorial  157,"7,586",891,269
IL,17,19830,Huntley Consolidated  158,"46,585","8,627",256
IL,17,19920,Hutsonville Community Unit  1,"1,940",294,42
IL,17,19960,Illini Bluffs Community Unit  327,"5,440",941,87
IL,17,113,Illini Central Community Unit  189,"4,258",680,122
IL,17,1384,Illini West High  307,"7,787",414,54
IL,17,19970,Illinois Valley Central Unit  321,"13,126","2,339",257
IL,17,35970,Indian Creek Community Unit District 425,"4,439",790,83
IL,17,41690,Indian Prairie Community Unit  204,"134,945","26,761","1,318"
IL,17,7170,Indian Springs  109,"23,717","2,733",693
IL,17,20170,Iroquois County Community Unit  9,"6,216",894,158
IL,17,20180,Iroquois West Community Unit  10,"4,859",861,106
IL,17,20190,Irvington County Community Unit  11,763,70,17
IL,17,20220,Itasca  10,"9,606","1,110",70
IL,17,20250,Iuka Community Consolidated  7,"1,928",254,33
IL,17,26880,J. Sterling Morton High  201,"158,054","8,919","1,529"
IL,17,20280,Jacksonville  117,"26,074","3,470",623
IL,17,20370,Jasper Community Consolidated  17,"1,436",186,33
IL,17,20380,Jasper County Community Unit  1,"8,830","1,470",193
IL,17,20430,Jersey Community Unit  100,"18,633","2,783",330
IL,17,20490,Johnsburg Community Unit  12,"12,131","1,993",97
IL,17,20550,Johnston City Community Unit  1,"7,600","1,216",244
IL,17,20580,Joliet Public  86,"81,830","10,177","2,361"
IL,17,20610,Joliet Township High  204,"128,316","6,275",956
IL,17,20640,Jonesboro Community Consolidated  43,"2,784",353,65
IL,17,15,Joppa-Maple Grove Unit District 38,"1,531",265,76
IL,17,24480,Kaneland Community Unit  302,"26,100","4,743",195
IL,17,20760,Kankakee  111,"29,093","4,867","1,296"
IL,17,20790,Kansas Community Unit  3,"1,240",214,40
IL,17,20880,Keeneyville  20,"14,139","1,581",206
IL,17,20910,Kell Consolidated  2,945,120,14
IL,17,20970,Kenilworth  38,"2,725",491,17
IL,17,21000,Kewanee Community Unit  229,"10,551","1,924",471
IL,17,21030,Kildeer Countryside Community Consolidated  96,"24,495","3,370",130
IL,17,21130,Kings Consolidated  144,"1,044",129,20
IL,17,21180,Kinnikinnick Community Consolidated  131,"13,950","1,839",145
IL,17,21270,Kirby  140,"34,236","3,619",388
IL,17,21390,Knoxville Community Unit  202,"5,991","1,018",142
IL,17,21420,Komarek  94,"5,081",592,69
IL,17,1381,La Harpe Community  347,"1,969",208,39
IL,17,21680,La Moille Community Unit  303,"1,605",233,41
IL,17,19110,LaGrange Highlands  106,"9,928","1,163",38
IL,17,21600,LaGrange  102,"26,052","3,618",194
IL,17,21630,LaGrange  105,"11,929","1,487",154
IL,17,22080,LaSalle Elementary  122,"9,039",987,287
IL,17,22110,LaSalle-Peru Township High  120,"28,442","1,381",199
IL,17,21510,Ladd Community Consolidated  94,"1,792",201,41
IL,17,21720,Lake Bluff Elementary  65,"9,727","1,072",60
IL,17,21780,Lake Forest Community High  115,"28,998","1,809",55
IL,17,21750,Lake Forest  67,"18,853","2,283",65
IL,17,21840,Lake Park Community High  108,"52,131","2,822",190
IL,17,21870,Lake Villa Community Consolidated  41,"23,011","2,874",187
IL,17,21900,Lake Zurich Community Unit  95,"32,690","6,166",239
IL,17,22020,Lansing  158,"23,253","2,870",608
IL,17,22050,Laraway Community Consolidated  70C,"2,802",344,99
IL,17,22150,Lawrence County Community Unit District 20,"7,526","1,215",271
IL,17,22620,Le Roy Community Unit  2,"4,324",751,48
IL,17,22300,Lebanon Community Unit  9,"5,755",652,89
IL,17,22350,Lee Center Community Unit  271,"1,563",224,34
IL,17,22870,Leland Community Unit  1,"1,799",319,41
IL,17,22500,Lemont Township High  210,"26,637","1,607",67
IL,17,7290,Lemont-Bromberek Combined  113A,"26,313","3,083",160
IL,17,22530,Lena-Winslow Community Unit  202,"4,937",834,71
IL,17,153,Lewistown Community Unit  97,"4,394",628,122
IL,17,22710,Lexington Community Unit  7,"2,977",569,50
IL,17,22740,Leyden Community High  212,"63,200","3,409",455
IL,17,22770,Liberty Community Unit  2,"3,301",640,39
IL,17,22830,Libertyville Community High  128,"51,176","3,322",95
IL,17,22800,Libertyville  70,"19,029","2,524",60
IL,17,22860,Lick Creek Community Consolidated  16,"1,280",125,17
IL,17,22950,Limestone Community High  310,"20,715","1,087",194
IL,17,22920,Limestone Walters Community Consolidated  316,"1,818",179,14
IL,17,23050,Lincoln Community High  404,"20,408",874,82
IL,17,8100,Lincoln Elementary  156,"6,132",872,300
IL,17,22980,Lincoln Elementary  27,"11,807","1,263",299
IL,17,23070,Lincoln Way Community High  210,"113,036","7,271",233
IL,17,23090,Lincolnshire-Prairieview  103,"14,535","1,946",52
IL,17,23100,Lincolnwood  74,"13,202","1,446",176
IL,17,13440,Lindop  92,"3,905",410,85
IL,17,23160,Lisbon Community Consolidated  90,838,117,8
IL,17,23200,Lisle Community Unit  202,"14,583","1,841",120
IL,17,23250,Litchfield Community Unit  12,"8,591","1,427",237
IL,17,9210,Lockport  91,"6,468",633,54
IL,17,23350,Lockport Township High  205,"78,099","3,998",256
IL,17,23460,Lombard  44,"35,933","3,526",272
IL,17,120,Lostant Community Unit  425,777,113,12
IL,17,40920,Lowpoint-Washburn Community Unit  21,"2,274",388,49
IL,17,23700,Ludlow Community Consolidated  142,809,105,25
IL,17,23850,Lyons  103,"21,908","2,589",439
IL,17,23880,Lyons Township High  204,"69,983","4,401",193
IL,17,23920,Macomb Community Unit  185,"17,647","2,030",438
IL,17,23970,Madison Community Unit  12,"3,793",721,315
IL,17,24000,Maercker  60,"17,677","1,516",161
IL,17,24060,Mahomet-Seymour Community Unit  3,"15,474","3,477",133
IL,17,24090,Maine Township High  207,"147,258","7,541",645
IL,17,24120,Malden Community Consolidated  84,660,60,10
IL,17,24270,Manhattan  114,"11,542","1,682",62
IL,17,24330,Mannheim  83,"21,088","2,419",403
IL,17,24390,Manteno Community Unit  5,"12,252","2,053",167
IL,17,24570,Marengo Community High  154,"13,768",806,50
IL,17,77,Marengo-Union Elementary Consolidated District 165,"10,226","1,138",97
IL,17,24600,Marion Community Unit  2,"27,752","4,124",763
IL,17,24650,Marissa Community Unit  40,"2,993",485,110
IL,17,24750,Maroa-Forsyth Community Unit  2,"6,354","1,257",96
IL,17,24780,Marquardt  15,"24,268","2,675",441
IL,17,5466,Marseilles Elementary  150,"4,257",500,124
IL,17,24870,Marshall Community Unit  2C,"7,898","1,317",204
IL,17,24900,Martinsville Community Unit  3C,"2,310",439,78
IL,17,24940,Mascoutah Community Unit  19,"19,772","4,315",240
IL,17,25000,Massac Unit  1,"12,332","1,946",479
IL,17,25020,Matteson Elementary  162,"23,775","2,634",638
IL,17,25050,Mattoon Community Unit  2,"21,882","3,114",574
IL,17,25110,Maywood-Melrose Park-Broadview  89,"42,779","5,379","1,275"
IL,17,25190,Mazon-Verona-Kinsman Elementary  2C,"2,636",385,58
IL,17,25260,McClellan Community Consolidated  12,867,72,11
IL,17,25290,McHenry Community Consolidated  15,"42,975","4,539",367
IL,17,25320,McHenry Community High  156,"45,963","2,327",150
IL,17,28620,McLean County Unit  5,"97,868","15,121","1,293"
IL,17,25500,Medinah  11,"7,450",749,65
IL,17,25620,Mendota Community Consolidated  289,"10,113","1,218",205
IL,17,25650,Mendota Township High  280,"10,142",607,82
IL,17,1395,Mercer County  404,"8,302","1,273",200
IL,17,25680,Meredosia-Chambersburg Community Unit  11,"1,357",209,51
IL,17,26970,Meridian Community Unit  101,"2,941",487,191
IL,17,123,Meridian Community Unit  15,"6,016","1,071",134
IL,17,25690,Meridian Community Unit  223,"8,762","1,626",113
IL,17,25740,Metamora Community Consolidated  1,"7,255",954,60
IL,17,25770,Metamora Township High  122,"16,238",992,55
IL,17,126,Midland Community Unit  7,"5,068",753,71
IL,17,25920,Midlothian  143,"13,905","1,678",359
IL,17,43962,Midwest Central Community Unit  191,"5,608",957,125
IL,17,1416,Milford Area Public  124,"3,554",591,87
IL,17,26100,Millburn Community Consolidated  24,"8,410","1,370",47
IL,17,26250,Miller Township Community Consolidated ,"2,364",250,32
IL,17,26190,Millstadt Consolidated Community  160,"8,572",879,52
IL,17,26310,Minooka Community Consolidated  201,"30,890","4,822",259
IL,17,26340,Minooka Community High  111,"44,613","2,776",95
IL,17,26370,Mokena  159,"17,046","1,753",71
IL,17,26400,Moline-Coal Valley  40,"47,577","8,152","1,538"
IL,17,26430,Momence Community Unit  1,"6,772","1,133",195
IL,17,320,Monmouth-Roseville Community Unit  238,"10,598","1,697",297
IL,17,26490,Monroe  70,"3,033",311,34
IL,17,26550,Monticello Community Unit  25,"9,656","1,691",79
IL,17,26590,Montmorency Community Consolidated  145,"2,472",270,40
IL,17,26640,Morris Community High  101,"18,843","1,014",65
IL,17,26610,Morris  54,"11,698","1,266",144
IL,17,26710,Morrison Community Unit  6,"6,601","1,069",122
IL,17,26760,Morrisonville Community Unit  1,"1,764",305,42
IL,17,26800,Morton Community Unit  709,"19,694","3,631",166
IL,17,26850,Morton Grove  70,"9,983","1,059",104
IL,17,27180,Mount Olive Community Unit  5,"3,212",516,96
IL,17,27210,Mount Prospect  57,"21,085","2,676",122
IL,17,27290,Mount Pulaski Community Unit District 23,"3,523",569,36
IL,17,27340,Mount Vernon  80,"12,961","1,411",431
IL,17,27360,Mount Vernon Township High  201,"28,161","1,484",247
IL,17,27390,Mount Zion Community Unit  3,"12,625","2,430",154
IL,17,27450,Mulberry Grove Community Unit  1,"2,176",365,58
IL,17,27570,Mundelein Consolidated High  120,"43,934","2,317",152
IL,17,27540,Mundelein Elementary  75,"15,465","1,691",160
IL,17,27610,Murphysboro Community Unit  186,"13,994","2,201",551
IL,17,27710,Naperville Community Unit District 203,"95,553","17,940",781
IL,17,27740,Nashville Community High  99,"8,242",490,44
IL,17,27720,Nashville Consolidated Community  49,"6,140",663,73
IL,17,27780,Nauvoo-Colusa Community Unit  325,"2,050",326,53
IL,17,27840,Neoga Community Unit  3,"4,302",699,108
IL,17,27930,Nettle Creek Community Consolidated  24C,969,116,4
IL,17,27960,New Athens Community Unit  60,"3,750",572,56
IL,17,103,New Holland-Middletown Elementary  88,"1,070",122,17
IL,17,28110,New Hope Community Consolidated  6,"1,499",189,22
IL,17,28140,New Lenox  122,"42,394","5,807",215
IL,17,28160,New Simpson Hill Consolidated District 32,"2,181",247,38
IL,17,28200,New Trier Township High  203,"60,689","4,776",116
IL,17,28270,Newark Community Consolidated  66,"2,571",314,23
IL,17,28260,Newark Community High  18,"3,541",239,14
IL,17,28500,Niles Elementary  71,"7,974",632,77
IL,17,28530,Niles Township Community High  219,"100,222","5,527",620
IL,17,222,Nippersink  2,"11,666","1,288",73
IL,17,28560,Nokomis Community Unit  22,"4,095",694,100
IL,17,28650,Norridge  80,"12,518","1,241",136
IL,17,4,Norris City-Omaha-Enfield Community Unit  3,"4,446",775,143
IL,17,28700,North Boone Community Unit  200,"8,642","1,712",212
IL,17,110,North Chicago  187,"27,586","3,557",837
IL,17,28810,North Clay Community Unit  25,"3,707",665,142
IL,17,42240,North Greene Unit  3,"5,018",796,177
IL,17,1403,North Mac Community Unit  34,"7,992","1,293",277
IL,17,28890,North Palos  117,"29,215","3,364",777
IL,17,28920,North Pekin-Marquette Heights  102,"4,843",573,74
IL,17,119,North Shore  112,"35,317","4,355",251
IL,17,40680,North Wamac  186,767,86,43
IL,17,10240,North Wayne Community Unit  200,"2,579",472,77
IL,17,17850,Northbrook Elementary  27,"11,637","1,397",68
IL,17,28980,Northbrook  28,"14,489","1,941",82
IL,17,24420,Northbrook/Glenview  30,"11,387","1,354",58
IL,17,29010,Northfield Township High  225,"90,397","5,458",279
IL,17,30540,Northwestern Community Unit  2,"2,109",303,62
IL,17,29040,Norwood Elementary  63,"3,478",374,89
IL,17,29760,O'Fallon Community Consolidated  90,"31,229","4,329",274
IL,17,29790,O'Fallon Township High  203,"44,163","2,900",173
IL,17,29100,Oak Grove  68,"3,446",342,41
IL,17,29130,Oak Grove  68,"7,237","1,030",27
IL,17,29220,Oak Lawn Community High  229,"40,002","2,311",354
IL,17,29190,Oak Lawn-Hometown  123,"35,232","3,932",504
IL,17,29250,Oak Park Elementary  97,"53,524","6,462",385
IL,17,29280,Oak Park and River Forest District 200,"64,988","3,745",165
IL,17,29310,Oakdale Community Consolidated  1,680,78,7
IL,17,29340,Oakland Community Unit  5,"1,888",253,39
IL,17,10800,Oakwood Community Unit  76,"5,551",930,139
IL,17,29420,Oblong Community Unit  4,"3,888",681,106
IL,17,29520,Odell Community Consolidated  435,"1,327",150,18
IL,17,1404,Odin Public  722,"1,502",237,48
IL,17,29670,Oglesby Elementary  125,"4,597",512,67
IL,17,29700,Ohio Community Consolidated  17,793,96,23
IL,17,29730,Ohio Community High  505,817,38,7
IL,17,223,Okaw Valley Community Unit  302,"3,249",569,82
IL,17,29890,Olympia Community Unit  16,"11,492","1,957",194
IL,17,5570,Opdyke-Belle Rive Community Consolidated  5,"1,805",265,40
IL,17,30060,Orangeville Community Unit  203,"2,248",370,33
IL,17,30160,Oregon Community Unit  220,"10,654","1,545",229
IL,17,30200,Orion Community Unit  223,"5,839","1,031",42
IL,17,30220,Orland  135,"55,447","5,845",641
IL,17,30270,Oswego Community Unit  308,"83,197","17,909",900
IL,17,30300,Ottawa Elementary  141,"19,018","1,966",363
IL,17,30330,Ottawa Township High  140,"31,046","1,462",205
IL,17,30420,Palatine Community Consolidated  15,"118,487","12,980","1,256"
IL,17,30480,Palestine Community Unit  3,"2,204",346,49
IL,17,30600,Palos Community Consolidated  118,"23,516","2,103",209
IL,17,30570,Palos Heights  128,"9,617",848,66
IL,17,30630,Pana Community Unit  8,"8,423","1,443",237
IL,17,30660,Panhandle Community Unit  2,"3,072",504,75
IL,17,30780,Paris Community Unit  4,"4,187",580,54
IL,17,30750,Paris-Union  95,"7,608","1,157",285
